id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
35005,,,1,,,,,,,
35006,,,,,,,,,,
35007,,,,,,,,,,
35008,31,,,,,,,,,
35009,2,1,7,,,,,,,
35010,,,1,,,,,,,
35011,,,64,,,,,,,
35012,13,,,,,,,,,
35013,3,,1,2,,,,,,
35014,21,,1,,,,,,,2
35015,,,1,,,,,,,
35016,11,,1,,,,,,,8
35017,,,394,,,,,,,
35018,33,,1,,4,,,,,89
35019,5,1,94,,,,,,,
35020,12,,,,,,,,,
35021,,,,,,,,,,
35022,12,,,,,,,,,
35023,16,,,,,,,,,
35024,31,,,,,,,,,
35025,10,,,,,,,,,
35026,6,,47,,,,,,,31
35027,,,,,,,,,,
35028,35,,1,,,,,,,
35029,3,,1,,4,,,,,89
35030,17,1,20,3,,,,,,
35031,38,,2,,3,,,,,8
35032,,,,,,,,,,
35033,34,,1,,,,,,,
35034,,,394,,,,,,,
35035,,,,,,,,,,
35036,,,,,,,,,,
35037,5,,10,,6,,,,,
35038,,,1,,,,,,,
35039,3,1,2,,,,,,,69
35040,,,,,,,,,,
35041,,,,,,,,,,
35042,25,1,16,,,,,,,73
35043,,,1,,,,,,,
35044,15,,,,,,,,,
35045,6,,,,,,,,,
35046,,,,,,,,,,
35047,10,,,,,,,,,
35048,,,,,,,,,,
35049,4,,,,,,,,,
35050,,,,,,,,,,
35051,29,,,,,,,,,
35052,17,,64,3,,,,,,22
35053,8,,,,,,,,,
35054,15,,,,,,,,,
35055,,,,,,,,,,
35056,24,,,,,,,,,
35057,7,,,,,,,,,
35058,,,,,,,,,,
35059,,,1,,,,,,,
35060,31,,,,,,,,,
35061,31,,,,,,,,,
35062,2,1,1,,,,,,,
35063,,,,,,,,,,
35064,17,1,,,,,,,,56
35065,19,,,,,,,,,
35066,,,4,,,,,,,
35067,,,,,,,,,,
35068,35,,1,,4,,,,,
35069,31,,,,,,,,,
35070,975,,16,,4,,,,,66
35071,16,,56,,,,,,,15
35072,9,1,94,,,,,,,
35073,10,,,,,,,,,
35074,29,1,26,,,2,,,2,9
35075,5,1,16,,,,,,,73
35076,,,1,,,,,,,
35077,,,,,,,,,,
35078,13,,,,,,,,,
35079,20,,,,,,,,,
35080,24,,,,,,,,,
35081,10,,11,,,,,,2,4
35082,31,,,,,,,,,
35083,,,1,,,,,,,
35084,27,,64,,,,,,2,
35085,,,,,,,,,,
35086,,,,,,,,,,
35087,31,,,,,,,,,
35088,12,,2,3,,,,,2,
35089,,,32,,,,,,,
35090,3,,1,,4,,,,,89
35091,,,,,,,,,,
35092,,1,201,,3,1,3,,4,13
35093,27,,52,,,,1,,2,
35094,,,394,,,,,,,
35095,7,1,66,,,,,,,38
35096,10,1,,,,,,,,56
35097,3,,21,,1,,,,,25
35098,31,,,,,,,,,
35099,2,1,3,,,,,,,
35100,17,,,,,,,,,
35101,14,,2,,,,,,,47
35102,10,,,,,,,,,
35103,,,1,,,,,,,
35104,22,,1,,,,,,,
35105,11,,,,,,,,,
35106,23,,1,,,,,,,
35107,22,,1,,,,,,,
35108,31,,,,,,,,,
35109,,,1,,,,,,,
35110,14,,56,,,,,,,
35111,11,,,,,,,,,22
35112,29,1,,,,,,,,30
35113,,,1,,,,,,,
35114,,,,,,,,,,
35115,,,1,,,,,,,
35116,29,,80,,,,,,,38
35117,14,,,,,,,,,
35118,22,,,,,,,,,
35119,5,,,,,,,,,
35120,15,,1,,,,,,,
35121,22,,26,,,,,,,
35122,,,,,,,,,,
35123,4,,26,,2,,,,,
35124,9,,124,,,,,,,
35125,11,,,,,,,,,
35126,31,,,,,,,,,
35127,3,,,,,,,,,24
35128,27,,11,,,,,,,39
35129,31,,,,,,,,,
35130,18,,17,8,,,,,2,12
35131,19,1,32,,,,,,,
35132,12,,12,6,,,,,,5
35133,14,,,,,,,,,
35134,30,,,,,,,,,
35135,,,474,,,,,,,
35136,7,,,,,,,,,
35137,,,1,,,,,,,
35138,5,,1,,,,,,,
35139,10,1,16,,,,,,,73
35140,,,37,,,,,,,
35141,19,,52,,,,1,,2,
35142,27,,20,3,4,1,,,,8
35143,17,,,,,,,,,
35144,976,,2,,,,,,,10
35145,31,,,,,,,,,
35146,5,,,,,,,,,
35147,31,,,,,,,,,
35148,5,,,,,,,,,
35149,,,,,,,,,,
35150,6,1,31,,,,,,,53
35151,10,,,,4,,,,2,11
35152,,,1,,,,,,,
35153,31,,,,,,,,,
35154,9,,1,2,,,,,,
35155,36,,1,,,,,,,
35156,,,1,,,,,,,
35157,14,,1,,4,,,,,
35158,,,394,3,,,,,,2
35159,19,,,,,,,,,
35160,15,,3,,,,,,,
35161,25,,,,,,,,,
35162,22,1,94,,,,,,,
35163,,,,,,,,,,
35164,31,,,,,,,,,
35165,10,,,,4,,,,2,11
35166,19,,,,,,,,,
35167,,,1,,,,,,,
35168,31,,,,,,,,,
35169,34,,,,,,,,,
35170,,,,,,,,,,
35171,3,1,2,,,,,,,
35172,,,,,,,,,,
35173,,,4,,,,,,,
35174,6,,,,,,,,,
35175,17,,1,,,,,,,
35176,4,,31,,,,,,2,4
35177,26,,1,,,,,,,
35178,31,,,,,,,,,
35179,26,,,,,,,,,
35180,23,,3,,4,,,,,
35181,7,,2,3,,,,,2,
35182,10,,,,4,,,,2,11
35183,,,,,,,,,,
35184,5,,1,,,,,,,
35185,31,,,,,,,,,
35186,5,,,,,,,,,
35187,,,1,,,,,,,
35188,31,,,,,,,,,
35189,,,1,,,,,,,
35190,4,,2,,,,,,,7
35191,42,,3,,,,,,,
35192,13,1,94,,,,,,,
35193,33,,,,,,,,,3
35194,20,,,,,,,,,
35195,31,,,,,,,,,
35196,37,,12,,,,,,,
35197,22,,,,,,,,,
35198,2,1,3,,,,,,,
35199,29,1,1,,,,,,,
35200,12,,20,3,4,1,,,,8
35201,12,1,1,,,,,,,
35202,28,,10,,,,,,,
35203,31,,,,,,,,,
35204,,,,,,,,,,
35205,14,,1,,,,,,,
35206,965,,31,,,,,,,
35207,,,,,,,,,,
35208,,,,,,,,,,
35209,33,,,,,,,,,
35210,38,,,4,5,,,,,
35211,12,,,,,,,,,
35212,27,,1576,,,,,,,13
35213,7,,,,,,,,,
35214,4,,1,,,,,,,
35215,,,,,,,,,,
35216,31,,,,,,,,,
35217,4,1,94,,,,,,,
35218,975,1,62,,4,,,,2,52
35219,2,1,6,4,,,,,,
35220,,,394,,,,,,,
35221,31,,,,,,,,,
35222,45,,,,,,,,,
35223,25,,132,,,,,,,
35224,27,,,,,,,,,
35225,,,,,,,,,,
35226,23,,2,,,,,,,25
35227,31,,,,,,,,,
35228,6,,31,,,,,,2,4
35229,3,1,,,,,,,2,2
35230,31,,,,,,,,,
35231,3,,,,,,,,,24
35232,,,2,,,,,,,
35233,12,,,,,,,,,
35234,9,,1,2,,,,,,
35235,11,,,,,,,,,
35236,22,1,94,,,,,,,
35237,12,1,,,,,,,,
35238,47,,1,,,,,,3,11
35239,3,,1,,,,,,,13
35240,15,,,,,,,,,
35241,976,,2,,,,,,,47
35242,,,,,,,,,,
35243,10,,1,,,,,,,13
35244,19,,,,,,,,,
35245,31,,,,,,,,,
35246,,,,,,,,,,
35247,15,,,,,,,,,
35248,14,,,,,,,,,
35249,26,,,,,,,,,
35250,15,,10,,,,,,,5
35251,4,,198,3,,,,,,22
35252,,,,,,,,,,3
35253,7,,,,,,,,,
35254,,,,,,,,,,
35255,,,1,,,,,,,
35256,6,,,,,,,,,
35257,,,,,,,,,,
35258,31,,,,,,,,,
35259,10,,,,4,,,,2,11
35260,6,,9,,,,,,,
35261,27,,52,,,,1,,2,
35262,2,1,6,4,,,,,,
35263,,,3,,,,,,,
35264,23,,32,,4,,,,,44
35265,30,,2,,3,,,,,8
35266,29,,1,,,,,,,
35267,9,,,,,,,,,
35268,6,,,,4,,,,2,24
35269,3,,1,,,,,,,
35270,25,,132,,,,,,,
35271,,,1,,,,,,,
35272,31,,,,,,,,,
35273,14,,,,,,,,,
35274,8,,,,,,,,,
35275,31,,,,,,,,,
35276,4,,,,,,,,,
35277,4,,11,,,,,,,39
35278,12,,,,,,,,,
35279,,,394,,,,,,,
35280,,,,,,,,,,
35281,17,,,,,,,,,
35282,,,,,,,,,,
35283,,,1,,,,,,,
35284,32,,,,,,,,,
35285,31,,,,,,,,,
35286,25,,,,,,,,,
35287,970,,12,6,,,,,,5
35288,19,,,,,,,,,
35289,34,,1,2,,,,,,
35290,35,,1,,4,,,,,
35291,34,,54,,5,,,,,
35292,27,,10,,,,,,,2
35293,8,,,,4,,,,2,11
35294,6,,1,,,,,,3,11
35295,6,,52,,,,1,,2,
35296,,,,,,,,,,
35297,,,4,,,,,,,
35298,24,,,,,,,,,
35299,5,,1,,,,,,,
35300,9,,1,,,,,,,
35301,4,1,,,,,,,2,2
35302,7,,,,,,,,,
35303,12,,,,,,,,,
35304,,,,,,,,,,
35305,27,,52,,,,1,,2,
35306,31,,,,,,,,,
35307,21,,1,,,,,,,2
35308,3,,,,,,,,,24
35309,18,,,,,,,,,
35310,31,,,,,,,,,
35311,,,1,,,,,,,
35312,31,,,,,,,,,
35313,3,,12,6,,,,,,5
35314,,,,,,,,,,
35315,49,,54,,,,,,,
35316,31,,,,,,,,,
35317,,,1,,,,,,,
35318,,,1,,,,,,,
35319,47,,1,,,,,,3,11
35320,31,,,,,,,,,
35321,4,1,81,,5,,,,,
35322,,,,,,,,,,
35323,,,64,,,,,,,
35324,31,,,,,,,,,
35325,42,,,,,,,,,
35326,10,1,16,,,,,,,73
35327,27,,,,,,,,,
35328,,,,,,,,,,
35329,,,64,,,,,,,
35330,10,,1,,,,,,,
35331,2,1,7,,,,,,,
35332,33,,,,,,,,,
35333,23,,,,,,,,,
35334,3,1,94,,,,,,,
35335,31,1,16,,,,,,,73
35336,15,,,,,,,,,
35337,10,,,,4,,,,2,61
35338,8,,,,,,,,,
35339,4,,1,,,,,,,
35340,21,,,,,,,,,
35341,,,,,,,,,,
35342,,,,,,,,,,
35343,,,,,,,,,,
35344,15,,,,4,,,,2,11
35345,12,,,,,,,,,
35346,2,1,6,4,,,,,,
35347,,,,,,,,,,
35348,20,,,,,,,,,
35349,2,1,6,4,,,,,,
35350,,,,,,,,,,
35351,12,,11,,,,,,,
35352,7,1,,,,,,,,7
35353,31,,,,,,,,,
35354,34,,,,,,,,,
35355,8,,60,,,,,,,
35356,28,1,64,,,,,,,18
35357,4,,,,,,,,,
35358,29,,,,,,,,,
35359,3,,,,,,,,,
35360,,,,,,,,,,
35361,39,,1,,,,,,,
35362,,,,,,,,,,
35363,26,1,,,,,,,,7
35364,31,,,,,,,,,
35365,16,,,,,,,,,
35366,32,,2,,,,,,,7
35367,,,1,,,,,,,
35368,24,,,,,,,,,
35369,22,,,,,,,,,
35370,33,,1,,,,,,,
35371,,,37,,,,,,,
35372,8,,1,,,,,,,
35373,,,,,,,,,,
35374,31,,,,,,,,,
35375,10,,10,,,,,,,
35376,30,,56,,,,,,,
35377,19,,,,,,,,,
35378,3,,,,,,,,,
35379,20,,,,,,,,,
35380,,,,,,,,,,
35381,27,,,,,,,,,
35382,24,1,,4,,,4,,,
35383,,,,,,,,,,
35384,31,,,,,,,,,
35385,31,,,,,,,,,
35386,14,,2,,,,,,,47
35387,5,,1,,,,,,,8
35388,,,,,,,,,,
35389,11,,,,,,,,,
35390,41,,1,,,,,,,13
35391,21,,,,,,,,,
35392,,,394,,,,,,,
35393,4,,,,,,,,,
35394,6,,,,,,,,,
35395,9,,60,,,,,,,34
35396,,,4,,,,,,,
35397,,,,,,,,,,
35398,12,,,,,,,,,
35399,,,348,,,,,,,
35400,,,1,,,,,,,
35401,,,,,,,,,,
35402,16,,1,,,,,,,
35403,,,1,,,,,,,
35404,35,,,,,,,,,
35405,26,,1,,,,,,,
35406,31,,,,,,,,,
35407,4,1,4,3,,,,,,
35408,17,,198,3,,,,,,22
35409,20,,1,,,,,,,
35410,,,,,,,,,,
35411,31,,,,,,,,,
35412,9,1,,,,,,,,23
35413,,,1,,,,,,,
35414,19,,,,,,,,,
35415,7,1,2,,,,,,,141
35416,5,,52,,,,1,,2,
35417,,,394,,,,,,,
35418,14,,54,,,,,,,
35419,28,,,,,,,,,
35420,31,,,,,,,,,
35421,31,,,,,,,,,
35422,7,,,,,,,,,
35423,,,2,,,,,,,
35424,2,1,6,4,,,,,,
35425,2,1,6,4,,,,,,
35426,22,1,16,,,,,,,73
35427,9,,1,1,,,,,,8
35428,7,,32,,1,,,,2,
35429,,,,,,,,,,
35430,982,,1,,,,,,,12
35431,,,,,,,,,,
35432,,,,,,,,,,
35433,7,,3,,,,,,,
35434,31,,,,,,,,,
35435,,,1,,,,,,,
35436,12,,10,,,,,,,
35437,,,,,,,,,,
35438,,,,,,,,,,
35439,7,,,,,,,,,
35440,5,1,16,,,,,,,73
35441,5,1,16,,,,,,,73
35442,,,1,,,,,,,
35443,25,,1,,,,,,,
35444,18,,56,,,,,,,15
35445,18,,1,,,,,,,
35446,47,,1,,,,,,3,11
35447,,,260,,,,,,,
35448,,,64,,,,,,,
35449,,,1,,,,,,,
35450,2,1,7,,,,,,,
35451,6,,2,,,,,,,26
35452,8,,54,,,,,,,
35453,22,1,94,,,,,,,
35454,14,,1,,,,,,,
35455,20,1,26,,,2,,,2,9
35456,,,,,,,,,,
35457,10,,,,4,,,,2,11
35458,5,,1576,,,,,,,13
35459,12,,1,,,,,,,
35460,4,,40,,,,,,,
35461,19,,46,3,,,,,,42
35462,31,,,,,,,,,
35463,10,,,,,,,,,
35464,17,,54,,,,,,,
35465,,,,,,,,,,
35466,31,,,,,,,,,
35467,22,,,,,,,,,
35468,19,,,,,,,,,
35469,7,1,,,,,,,,23
35470,980,,,,,,,,,43
35471,31,,,,,,,,,
35472,3,,21,,1,,,,,25
35473,6,,2,3,,,,,,10
35474,24,,,,,,,,,22
35475,36,,1,,,,,,,
35476,24,1,18,,,,,,,6
35477,,,,,,,,,,
35478,,,,,,,,,,
35479,,,1,,,,,,,13
35480,,,,,,,,,,
35481,34,,1,2,,,,,,
35482,19,1,1,,,,,,,
35483,,,1,,,,,,,
35484,21,,,,,,,,,
35485,11,,1,,,,,,,
35486,8,1,8,7,,,2,,,80
35487,12,,,,,,,,,
35488,29,,,,,,,,,
35489,,,37,,,,,,,
35490,17,,54,,,,,,,
35491,980,,2,,,,,,,26
35492,46,,56,,,,,,,
35493,27,,,,,,,,,
35494,14,,,,,,,,,
35495,3,,54,,,,,,,
35496,4,,,,,,,,,
35497,37,,,4,,1,,,,
35498,5,,1,,,,,,,
35499,975,,3,,,,,,,
35500,,,,,,,,,,
35501,,,,,,,,,,
35502,10,,,,,,,,,
35503,7,,5,,4,,,1,,18
35504,,,64,,,,,,,
35505,37,,,4,,1,,,,
35506,,,1,,,,,,,
35507,37,,,4,,1,,,,
35508,6,1,66,,,,,,,18
35509,6,,,,,,,,,
35510,6,,,,,,,,,
35511,21,,1,,,,,,,
35512,17,,198,3,,,,,,22
35513,37,,124,,,,,,,
35514,,,1,,,,,,,
35515,22,,,,,,,,,
35516,34,,1,2,,,,,,
35517,,,,,,,,,,
35518,9,,394,,,,,,,20
35519,,,394,,,,,,,
35520,,,4,,,,,,,
35521,4,,,,,,,,,
35522,19,,,,,,,,,
35523,11,,5,,,,,,,29
35524,22,,,,,,,,,
35525,975,1,62,,4,,,,2,52
35526,4,,,,,,,,,3
35527,21,,,,,,,,,
35528,23,,1,,,,,,,
35529,31,,,,,,,,,
35530,,,1,,,,,,,
35531,11,,,,,,,,,13
35532,10,,198,3,,,,,,22
35533,,,1,,,,,,,
35534,,,,,,,,,,
35535,21,,1,,,,,,,
35536,10,,,,,,,,,
35537,16,,1,,,,,,,
35538,10,,54,,5,,,,,
35539,3,,3,,4,,,,,
35540,31,,,,,,,,,
35541,,,,,,,,,,
35542,,,64,,,,,,,
35543,4,,,,,,,,,
35544,,,1,,,,,,,
35545,984,,54,,,,,,,
35546,22,,20,,,,,,,29
35547,,1,,,,,,,2,2
35548,,,,,,,,,,
35549,23,,17,8,,,,,2,12
35550,3,,,,4,,,,2,24
35551,9,,,,,,,,,
35552,12,,,,,,,,,
35553,31,,,,,,,,,
35554,11,,2,,,,,,,49
35555,13,,1,,,,,,,
35556,,,,,,,,,,
35557,10,,60,,,,,,,34
35558,31,,,,,,,,,
35559,9,1,,,,,,,,
35560,2,1,7,,,,,,,
35561,5,,3,,,,,,,
35562,67,,1,,,,,,,
35563,30,,12,,,,,,,
35564,10,1,,,,,,,,7
35565,15,,1,2,,,,,,
35566,31,,,,,,,,,
35567,31,,,,,,,,,
35568,,,,,,,,,,
35569,,,,,,,,,,
35570,,,2,,,,,,,
35571,9,,1,,,,,,,
35572,11,,,,,,,,,
35573,37,,,4,,1,,,,
35574,13,,1,,,,,,,
35575,19,,,,,,,,,
35576,38,,,4,5,,,,,
35577,31,,,,,,,,,
35578,28,,72,,,,,,,
35579,31,,,,,,,,,
35580,28,1,66,,,,,,,18
35581,20,,1,,,,,,,
35582,5,,,,,,,,,
35583,,,,,,,,,,
35584,8,,3,,1,,,,2,
35585,31,,,,,,,,,
35586,46,,1,,,,,,,
35587,31,,,,,,,,,
35588,7,,,,,,,,,
35589,7,1,1,,,,,,,
35590,5,,1,,,,,,,
35591,,,1,,,,,,,
35592,11,,5,,,,,,,
35593,12,,,,,,,,,
35594,,,,,,,,,,
35595,,,,,,,,,,
35596,3,1,,,,,,,2,2
35597,33,,29,,,,,,,54
35598,25,,132,,,,,,,
35599,,,2,,,,,,,
35600,,1,,,,,,,,
35601,,,1,,,,,,,
35602,34,,1,2,,,,,,
35603,14,,,,,,,,,
35604,31,,,,,,,,,
35605,,,394,,,,,,,
35606,3,,2,,3,,,,,8
35607,31,,,,,,,,,
35608,14,,1,,,,,,,
35609,,,1,,,,,,,
35610,31,,,,,,,,,
35611,,,128,,,,,,,
35612,3,,2,3,,,,,,10
35613,35,,1,,,,,,,
35614,15,,,,,,,,,
35615,4,,,,,,,,,
35616,,,1,,,,,,,
35617,4,,,,,,,,,
35618,44,,3,,,,,,,
35619,17,,,,,,,,,
35620,25,,60,,,,,,,34
35621,31,,,,,,,,,
35622,31,,,,,,,,,
35623,982,,15,,,,,,,
35624,12,,2,3,,,,,2,
35625,7,,60,,,,,,,34
35626,22,,1,,,,,,,
35627,,,,,,,,,,
35628,19,,,,,,,,,
35629,24,,2,,,,,,,
35630,,,1,,,,,,,
35631,7,,,,,,,,,
35632,3,,3,,1,,,,2,
35633,10,,,,4,,,,2,21
35634,,,,,,,,,,
35635,5,,1,,,,,,,13
35636,34,,,,,,,,,
35637,,,,,,,,,,
35638,12,,1,,,,2,,3,27
35639,39,,,,,,,,,22
35640,5,,1,,,,,,,
35641,22,,,,,,,,,
35642,10,,1,,,,,,,
35643,31,,,,,,,,,
35644,6,1,94,,,,,,,
35645,31,,,,,,,,,
35646,,,130,,,,,,,
35647,15,,,,,,,,,
35648,31,,,,,,,,,
35649,,,1,,,,,,,
35650,,,,,,,,,,
35651,17,,,,,,,,,
35652,31,,,,,,,,,
35653,31,,,,,,,,,
35654,,,,,,,,,,
35655,34,,,,,,,,,
35656,9,,54,,,,,,,
35657,32,,1,,,,,,,
35658,,,1,,,,,,,
35659,,,1,,,,,,,
35660,4,1,31,,,,,,,53
35661,28,,1,,,,,,,
35662,30,,,,,,,,,
35663,4,1,25,,,,,,2,24
35664,7,,,,,,,,,
35665,10,,,,,,,,,
35666,16,,,,,,,,,
35667,,,1,,,,,,,
35668,37,,,4,,1,,,,
35669,,,1,,,,,,,
35670,18,,17,8,,,,,2,12
35671,5,1,,,,,,,,7
35672,10,1,94,,,,,,,
35673,9,,,,,,,,,
35674,10,,,,,,,,,
35675,,,,,,,,,,
35676,13,,,,,,,,,
35677,47,,1,,,,,,3,11
35678,31,,,,,,,,,
35679,31,,,,,,,,,
35680,,,1,,,,,,,
35681,24,,,,,,,,,
35682,986,,5,,,,,,,11
35683,6,,54,,5,,,,,
35684,,,1,,,,,,,
35685,2,1,10,,,,,,,
35686,9,,,,,,,,,
35687,31,,,,,,,,,
35688,11,,6,,,,,,,13
35689,,,12,,,,,,,
35690,13,,1,,,,,,,
35691,,,64,,,,,,,
35692,17,,,,,,,,,
35693,19,,,,,,,,,
35694,12,,,,,,,,,
35695,,,394,,,,,,,
35696,8,,,,,,,,,7
35697,6,,,,,,,,,22
35698,,,,,,,,,,
35699,,,,,,,,,,
35700,,,2,,,,,,,
35701,14,1,,,,,,,2,2
35702,,,1,,,,,,,
35703,3,,12,6,,,,,,5
35704,24,,,,,,,,,
35705,24,,,,,,,,,
35706,2,1,6,4,,,,,,
35707,,,1,,,,,,,
35708,17,,,,,,,,,
35709,975,,3,,,,,,,
35710,,,,,,,,,,
35711,10,,,,4,,,,2,21
35712,31,,,,,,,,,
35713,7,,,,,,,,,
35714,24,,,,,,,,,
35715,26,,93,,,,,,,4
35716,38,,2,,3,,,,,7
35717,22,1,16,,,,,,,73
35718,7,,1,,,,,,,
35719,,,1,,,,,,,
35720,980,,1,,,,,,,
35721,31,,,,,,,,,
35722,,,,,,,,,,
35723,17,,3,,4,,,,,
35724,,,,,,,,,,
35725,11,,,,,,,,,
35726,8,,,,4,,,,2,11
35727,,,1,,,,,,,
35728,42,,3,,,,,,,
35729,,,1,,,,,,,
35730,3,,56,,,,,,,
35731,5,,1,,4,,,,,89
35732,,,1,,,,,,,
35733,28,,1,,,,,,,
35734,21,,1,,,,,,,2
35735,23,,,,,,,,,
35736,31,,,,,,,,,
35737,5,,,,,,,,,
35738,10,,,,,,,,,
35739,,,64,,,,,,,
35740,9,1,94,,,,,,,
35741,6,1,94,,,,,,,
35742,21,,,,,,,,,
35743,25,,1,,,,,,,
35744,25,,1,,,,,,3,11
35745,19,,1,,,,,,,
35746,,,128,,,,,,,
35747,34,,,,,,,,,
35748,10,,1,,,,,,,
35749,,,394,3,,,,,,2
35750,11,,,,,,,,,22
35751,,,1,,,,,,,
35752,3,,1,2,,,,,,
35753,2,1,7,,,,,,,
35754,5,,,,4,,,,2,16
35755,13,,,,,,,,,
35756,17,,1,,,,,,,
35757,,,,,,,,,,
35758,7,,10,,,,,,,
35759,35,,1,,4,,,,,
35760,31,,,,,,,,,
35761,,,64,,,,,,,
35762,14,,2,,,,,,,47
35763,19,,,,,,,,,
35764,6,1,66,,,,,,,38
35765,16,,11,,,,,,2,4
35766,,,,,,,,,,
35767,23,,2,,,,,,,25
35768,14,,1,,,,,,,
35769,31,,,,,,,,,
35770,16,,1,1,,,,,,8
35771,,,,,,,,,,
35772,27,,,,,,,,,
35773,5,1,201,,3,1,3,,4,13
35774,33,,,,,,,,,
35775,31,,,,,,,,,
35776,13,,,,,,,,,
35777,,,,,,,,,,
35778,31,,,,,,,,,
35779,,,1,,,,,,,
35780,,,,,,,,,,
35781,,,394,,,,,,,
35782,5,,1,,,,,,,
35783,31,,,,,,,,,
35784,27,,32,,,,,,2,
35785,,,1,,,,,,,
35786,28,,3,,4,,,,,
35787,,,1,,,,,,,
35788,34,,1,2,,,,,,
35789,11,,,,,,,,,
35790,5,,,,,,,,,
35791,31,,,,,,,,,
35792,20,1,4,,,,,,,6
35793,10,,,,4,,,,2,24
35794,6,,,,,,,,,
35795,31,,,,,,,,,
35796,31,,,,,,,,,
35797,986,,5,,,,,,,11
35798,25,,1,,,,,,3,11
35799,2,1,3,,,,,,,
35800,33,,2,,,,,,,
35801,5,,,,,,,,,
35802,6,1,,,,,,,,30
35803,975,,3,,,,,,,
35804,19,,,,,,,,,
35805,49,,1,,,,,,,
35806,19,,,,,,,,,
35807,9,,,,,,,,,
35808,14,,124,,,,,,,
35809,15,,1,,,,,,,
35810,31,,,,,,,,,
35811,10,,,,,,,,,
35812,23,,,,,,,,,
35813,34,,1,2,,,,,,
35814,31,,,,,,,,,
35815,,,,,,,,,,
35816,19,,,,,,,,,
35817,4,,1,,,,,,3,11
35818,6,,11,,,,,,2,4
35819,,,1,,,,,,,
35820,31,,,,,,,,,
35821,43,,1,,,,,,,
35822,32,,47,,,,,,,31
35823,31,,,,,,,,,
35824,31,,,,,,,,,
35825,9,1,,,,,,,,30
35826,2,1,10,,,,,,,
35827,48,,,,,,,,,
35828,7,1,68,,,,,,,77
35829,11,,10,,6,,,,,
35830,5,,17,,,,,,2,21
35831,,,,,,,,,,
35832,31,,,,,,,,,
35833,,,,,,,,,,
35834,29,,1,,,,,,,
35835,7,1,66,,,,,,,38
35836,31,,,,,,,,,
35837,12,,,,,,,,,
35838,7,,,,,,,,,
35839,,,,,,,,,,
35840,16,,1,,,,,,,
35841,,,,,,,,,,
35842,31,,,,,,,,,
35843,31,,,,,,,,,
35844,2,1,6,4,,,,,,
35845,7,,,,,,,,,
35846,3,,1,,,,,,,
35847,9,1,16,,,,,,,73
35848,3,,,,,,,,,
35849,,,,,,,,,,
35850,19,,,,,,,,,
35851,,,64,,,,,,,
35852,7,,10,,,,,,,
35853,38,,,4,5,,,,,
35854,3,,1,,,,,,,
35855,6,,,,,,,,,
35856,,,62,,,,,,,
35857,3,1,94,,,,,,,
35858,,,1,,,,,,,
35859,8,,5,,,,,,,
35860,982,,4,,,,,,,11
35861,10,,,,,,,,,
35862,,,,,,,,,,
35863,33,1,8,7,,,2,,,80
35864,32,,56,,,,,,,
35865,3,,,,,,,,,
35866,24,,1,,,,,,,
35867,12,,,,,,,,,24
35868,8,1,31,,,,,,,53
35869,2,1,6,4,,,,,,
35870,31,,,,,,,,,
35871,34,,1,2,,,,,,
35872,,,,,,,,,,
35873,21,,1,,,,,,,2
35874,,,1,,,,,,,
35875,7,1,2,,,,,,,
35876,3,,1,,,,,,,
35877,14,,,,,,,,,
35878,9,,394,,,,,,,20
35879,,,,,,,,,,
35880,13,1,38,,1,,,,4,7
35881,21,,,,,,,,,
35882,,,1,,,,,,,
35883,14,,,,,,,,,
35884,29,,,,,,,,,
35885,,,1,,4,,,,,89
35886,11,,1,,,,,,,
35887,,,1,,,,,,,
35888,18,,,,,,,,,
35889,4,,1,,,,,,,8
35890,17,1,81,,5,,,,,
35891,972,,6,,,,,,,
35892,9,,1,,,,,,,
35893,5,,1,,,,,,,
35894,18,,,,,,,,,
35895,,,1,,,,,,,
35896,16,,1,,,,,,,12
35897,11,,,,,,,,,
35898,10,,7,,,,,,,4
35899,19,,,,,,,,,
35900,22,1,94,,,,,,,
35901,,,1,,,,,,,
35902,6,1,16,,,,,,,73
35903,11,,1,,,,,,,
35904,,,,,,,,,,
35905,42,,,,,,,,,
35906,4,,3,,,,,,,221
35907,22,,4,,,,,,,
35908,13,,,,,,,,,
35909,,,,,,,,,,
35910,,,394,,,,,,,
35911,,,,,,,,,,
35912,,,,,,,,,,
35913,3,,54,,,,,,,
35914,,,,,,,,,,
35915,,,1,,,,,,,
35916,,,64,,,,,,,
35917,,,,,,,,,,
35918,10,,,,,,,,,
35919,,,,,,,,,,
35920,47,,1,,,,,,3,11
35921,28,1,66,,,,,,,38
35922,,,,,,,,,,
35923,7,,46,,,,,,,3
35924,11,,,,,,,,,
35925,7,,3,,4,,,,,
35926,,,,,,,,,,
35927,11,,,,,,,,,
35928,,,132,,,,,,,
35929,31,,,,,,,,,
35930,10,,,,,,,,,
35931,42,,3,,,,,,,
35932,6,,,,4,,,,2,24
35933,5,,,,,,,,,
35934,8,,1,,,,,,,
35935,31,,,,,,,,,
35936,34,,,,,,,,,
35937,,1,,,,,,,2,2
35938,3,,,,4,,,,2,24
35939,3,,2,3,,,,,,10
35940,30,,,,,,,,,
35941,12,1,4,3,,,,,,
35942,9,1,30,,,,,,,18
35943,25,,,,,,,,,
35944,15,,,,,,,,,
35945,24,,,,,,,,,
35946,31,,,,,,,,,
35947,25,,60,,,,,,,34
35948,6,,,,,,,,,
